scientific_name,common_name,genus,img_url
Hypericum prolificum L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/d4cee54297d9ca3a32647f68079c8ed15da9b32a
Hypericum punctatum Lam.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/05715eaf93c83c5c63303842ead44f8aca0a82df
Anemone canadensis L.,,,
Iva frutescens L.,Iva,Iva,https://bs.plantnet.org/image/o/d879afab834b7c186ca2a268954615506d3a48dd
Anemone multifida Poir.,Anemone,Anemone,https://bs.plantnet.org/image/o/b56681e15e57b5ce23c37c6d98dac89811693970
Anemone virginiana L.,Anemone,Anemone,https://bs.plantnet.org/image/o/ac8d5e5a0976983107bbd0bdf2c39278f218cc5e
Lactuca biennis (Moench) Fernald,Lactuca,Lactuca,https://bs.plantnet.org/image/o/a91ccf65766518cefdb3453720d9ce8a3310aea1
Lactuca canadensis L.,Lactuca,Lactuca,https://bs.plantnet.org/image/o/37090be79223817e9142b196b27b213eae876930
Lamium maculatum L.,,,
Leersia virginica Willd.,Leersia,Leersia,https://bs.plantnet.org/image/o/cde39372f50c55bfeed27b12b47c18bed48b72d7
Angelica lucida L.,Angelica,Angelica,https://bs.plantnet.org/image/o/e4f17e2e73de0208d20e08cb37d753b672ee0d14
Lupinus argenteus Pursh,Lupinus,Lupinus,https://bs.plantnet.org/image/o/f2b1454dc31846afbb083cb6ca1f588b62a947de
Lupinus bicolor Lindl.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/1da71b89e7e05d79d716de1734bee47dcfb5015e
Maianthemum canadense Desf.,Maianthemum,Maianthemum,https://bs.plantnet.org/image/o/290c91956e338d620566186da905cdb1530f417f
Maianthemum racemosum (L.) Link,Maianthemum,Maianthemum,https://bs.plantnet.org/image/o/e1c28779cade92a1518aca667302462bf0ff6277
Maianthemum stellatum (L.) Link,Maianthemum,Maianthemum,https://bs.plantnet.org/image/o/f98cd5645c0c573f094c785ae633d5e8c41f27d1
Maianthemum trifolium (L.) Sloboda,Maianthemum,Maianthemum,https://bs.plantnet.org/image/o/c045da289053dd60129e71bf8ce6acbb517fa233
Mertensia maritima (L.) Gray,Mertensia,Mertensia,https://bs.plantnet.org/image/o/16578156549a7cd6a5c4eba9ae3d51884c1e7f3d
Mertensia paniculata (Aiton) G. Don,,,
Mertensia virginica (L.) Pers. ex Link,Mertensia,Mertensia,https://bs.plantnet.org/image/o/4fec9e34bb157c0d35e072e525890018a5d99992
Mitella diphylla L.,Mitella,Mitella,https://bs.plantnet.org/image/o/6f6f58a8dcf1e53acbdf34a5ca57bce1b58a15d0
Moehringia lateriflora (L.) Fenzl,Moehringia,Moehringia,https://bs.plantnet.org/image/o/0570f0b47c12b6cf9857099761435855f7853bf5
Nymphaea mexicana Zucc.,Nymphaea,Nymphaea,https://bs.plantnet.org/image/o/0e54c408681b33dd745b9f67686d2f083638df68
Nymphaea odorata Aiton,,,
Nymphaea tetragona Georgi,Nymphaea,Nymphaea,https://bs.plantnet.org/image/o/ce585b3a1a0c3ebc17f66a2e6715a53b20040516
Osmunda cinnamomea L.,,,
Osmunda claytoniana L.,,,
Papaver nudicaule L.,Papaver,Papaver,https://bs.plantnet.org/image/o/e64f6d561fff023a4b9271db2b57a8b96c2f3f63
Aralia hispida Vent.,Aralia,Aralia,https://bs.plantnet.org/image/o/13d4efb8b9931961bd5cb71417c3133141bbb9f5
Aralia nudicaulis L.,Aralia,Aralia,https://bs.plantnet.org/image/o/325f753f462bbd2b087076c2cc597b38a665532b
Aralia racemosa L.,Aralia,Aralia,https://bs.plantnet.org/image/o/fa033b658afc5a777deb540cabfc60122a5b2035
Pyracantha coccinea M. Roem.,,,
Sedum divergens S. Watson,,,
Sedum lanceolatum Torr.,Sedum,Sedum,https://bs.plantnet.org/image/o/1fd7aba9bd073b117ed5b84f116855cdc992b3b4
Sedum oreganum Nutt.,Sedum,Sedum,https://bs.plantnet.org/image/o/832a6c37e4087e35462fc370ed21993b29ccce70
Sedum spathulifolium Hook.,Sedum,Sedum,https://bs.plantnet.org/image/o/e2a210a1d9d0e5729208d19073fe794641cf3fae
Sedum ternatum Michx.,Sedum,Sedum,https://bs.plantnet.org/image/o/f45b2a3b8bbf17aa63e876db0fd887e2824bbd00
Smilax herbacea L.,Smilax,Smilax,https://bs.plantnet.org/image/o/81ac2477c0e491d276d51035f687c03d3cd40f74
Smilax tamnoides L.,Smilax,Smilax,https://bs.plantnet.org/image/o/c122ba5dfea40faff0a8abc0f685f3a35522d515
Tradescantia occidentalis (Britton) Smyth,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/6f7473754a767bdf85b591bb49175e3067d4d475
Tradescantia ohiensis Raf.,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/213d53d7173e66597e211081b810ebc5b1fdefbc
Balsamorhiza sagittata (Pursh) Nutt.,,,
Barbarea orthoceras Ledeb.,Barbarea,Barbarea,https://bs.plantnet.org/image/o/d8a34f55c53c11d6ae774f910be79aa1326878fd
Barbarea vulgaris W.T. Aiton,,,
Calochortus macrocarpus Douglas,Calochortus,Calochortus,https://bs.plantnet.org/image/o/6eeb20453f8f7ec07b97ca700ea3284fafbf0d93
Entada phaseoloides (L.) Merr.,Entada,Entada,https://bs.plantnet.org/image/o/871054739f17ef1c5b2d094efae9e0ef1cb1f415
Cerbera manghas L.,Cerbera,Cerbera,https://bs.plantnet.org/image/o/6ecd387ab5142d6b0d452e00ffad91824181a601
Hernandia cordigera Vieill.,Hernandia,Hernandia,https://bs.plantnet.org/image/o/a7be730da87003964dd40f435a2967fc956b7ad8
Acacia simplex (Sparman) Pedley,,,
Dubouzetia confusa Guillaumin & Virot,Dubouzetia,Dubouzetia,https://bs.plantnet.org/image/o/79377b72f79a1d89755f0f67822aed8fb516d832
Dubouzetia campanulata Pancher ex Brongn. & Gris,,,
Acacia spirorbis Labill.,Acacia,Acacia,https://bs.plantnet.org/image/o/aabdcdbbef6c86626b19db6b6ffed98611eab2b3
Atractocarpus platyxylon (Vieill. ex Pancher & Sebert) Guillaumin,,,
Nepenthes vieillardii Hook. f.,,,
Dendrobium closterium Rchb.f.,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/463b3c839521471c74470a298e0532712f2321eb
Dracophyllum verticillatum Labill.,Dracophyllum,Dracophyllum,https://bs.plantnet.org/image/o/c786f56b617f293f64b64ab567166a902cc0b5fe
Schefflera spp.,,,
Tagetes lucida Cav.,Tagetes,Tagetes,https://bs.plantnet.org/image/o/1a2c74cf5ae79baeab57df3ddf1f02eb421b349b
Anisocampium niponicum (Mett.) Y.C.Liu,,,
Mertensia ciliata (James ex Torr.) G. Don,,,
Lithops fulviceps N.E.Br.,,,
Lithops karasmontana N.E.Br.,,,
Lithops marmorata N.E.Br.,,,
Lithops pseudotruncatella N.E.Br.,,,
Fittonia albivenis (Lindl. ex Veitch) Brummitt,Fittonia,Fittonia,https://bs.plantnet.org/image/o/1252fbdb49d38953a9371c2dcb5061121b141383
Lithops spp.,,,
Cereus hildmannianus K.Schum.,Cereus,Cereus,https://bs.plantnet.org/image/o/aba2e03049466a0ee5d1014588c854c1c5c00a1f
Neobuxbaumia polylopha (DC.) Backeb.,,,
Calycanthus occidentalis Hook. & Arn.,Calycanthus,Calycanthus,https://bs.plantnet.org/image/o/591e93403ae4262d95f2960fc1c5135bebf2ff6f
Tradescantia subaspera Ker Gawl.,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/f78b0c0fc070dafb9c56683426ba99d0fac3e218
Sedum kamtschaticum Fisch.,,,
Sedum lineare Thunb.,Sedum,Sedum,https://bs.plantnet.org/image/o/83465aa1acbcad371cc55b1208598417cb50ff5d
Sedum morganianum E.Walther,,,
Cucurbita foetidissima Kunth,Cucurbita,Cucurbita,https://bs.plantnet.org/image/o/40b46214217e11168f44ed3d914214033ff09dc0
Eucryphia cordifolia Cav.,Eucryphia,Eucryphia,https://bs.plantnet.org/image/o/4432ec7f943961a55fc83d92dfdae6ae6258ae65
Dryopteris cycadina (Franch. & Sav.) C. Chr.,,,
Dryopteris erythrosora (D.C. Eaton) Kuntze,,,
Dryopteris sieboldii (T. Moore) Kuntze,,,
Rumohra adiantiformis (G. Forst.) Ching,,,
Oxydendrum arboreum (L.) DC.,Oxydendrum,Oxydendrum,https://bs.plantnet.org/image/o/b644c99b2da24e00459c632075ea31caf7c6ad3f
Lupinus albifrons Benth.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/b1e1ce773e6a5e422f4f28d2343433a8c89dd349
Lycoris radiata (L'Hér.) Herb.,Lycoris,Lycoris,https://bs.plantnet.org/image/o/9f873c7eca118e1aabf9b9dc4dca1aace8594afe
Garrya elliptica Douglas ex Lindl.,Garrya,Garrya,https://bs.plantnet.org/image/o/09630e35bbb4ab8cb206648b5ff96fda2fe4f443
Lycoris squamigera Maxim.,,,
Pelargonium crispum (P.J. Bergius) L'Hér.,,,
Pelargonium x hortorum L.H. Bailey,,,
Loropetalum chinense (R. Br.) Oliv.,,,
Hypericum frondosum Michx.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/2844bc66e686631edc325fe63320f5bc6f8b6ec5
Liriope muscari (Decne.) L.H.Bailey,Liriope,Liriope,https://bs.plantnet.org/image/o/b434891d9003e9f336fc5952b6f841c02b20367b
Limnanthes douglasii R. Br.,,,
Nothofagus alpina (Poepp. & Endl.) Oerst.,Nothofagus,Nothofagus,https://bs.plantnet.org/image/o/adf19820ff0b3a172fb43264c30b166aef28b494
Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagus,Nothofagus,https://bs.plantnet.org/image/o/7fdba635b163f21e6d73f159432743082f17177e
Abeliophyllum distichum Nakai,,,
Dendrobium aphyllum (Roxb.) C.E.C.Fisch.,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/80ef5a2e7fb1d8e0366deaf92827bde9765aaff4
Dendrobium spp.,,,
Vanilla planifolia Jacks. ex Andrews,,,
Heteromorpha arborescens (Spreng.) Cham. & Schltdl.,,,
Lapageria rosea Ruiz & Pav.,Lapageria,Lapageria,https://bs.plantnet.org/image/o/a0e3cfa65f6eda6aad6c45a32d8ef8573c657227
Peperomia argyreia (Hook.f.) E.Morren,,,
Peperomia dolabriformis Kunth,,,
Hebe franciscana (Eastw.) Souster,,,
Maurandya barclayana Lindl.,,,
Sasa palmata (Burb.) E.G.Camus,Sasa,Sasa,https://bs.plantnet.org/image/o/42421994b9e0ad593c26892da87f1f9916e73917
Anemone patens L.,,,
Fragaria virginiana Mill.,Fragaria,Fragaria,https://bs.plantnet.org/image/o/ab35e0a5c0d32f88533d269679787af41cb34a4c
Fragaria x ananassa (Duchesne ex Weston) Duchesne ex Rozier,,,
Mussaenda philippica A.Rich.,Mussaenda,Mussaenda,https://bs.plantnet.org/image/o/d23c1ecffbf2cd2644f69bca8b05d31e59c921c9
Limonia acidissima Groff,Limonia,Murraya,https://bs.plantnet.org/image/o/d00ce526a982bd0b2230b8d3b72c74f0d7110a84
Illicium floridanum J. Ellis,,,
Browallia speciosa Hook.,Browallia,Browallia,https://bs.plantnet.org/image/o/bb3c67eea8597123f9da4067afe0ae9dc39a86d9
Alocasia cuprea K.Koch,,,
Alocasia micholitziana Sander,,,
Alocasia odora (Lindl.) K.Koch,,,
Daphne odora Thunb.,,,
Alocasia sanderiana W.Bull,,,
Daphne tangutica Maxim.,,,
Kniphofia uvaria (L.) Oken,Kniphofia,Kniphofia,https://bs.plantnet.org/image/o/97e538eacfd20f3398a83bc30ba592c53fd875bf
Zamia furfuracea L.f. ex Aiton,Zamia,Zamia,https://bs.plantnet.org/image/o/7442eee36d0d47d506ac2a659b73cb75483f677e
Guaiacum sanctum L.,Guaiacum,Guaiacum,https://bs.plantnet.org/image/o/e8774395cc1892d214c2e05c249761680461d87b
Nepenthes spp.,,,
Pelargonium spp.,,,
Pancratium maritimum L. L.,,,
Sedum palmeri S. Watson,,,
Aphelandra sinclairiana Nees,,,
Alocasia macrorrhizos (L.) G. Don,,,
Acacia confusa Merr.,,,
Acacia koaia Hillebr.,Acacia,Acacia,https://bs.plantnet.org/image/o/6e55ecbf8e39303b02a794ea4e9cd125150f833f
Nephrolepis falcata (Cav.) C. Chr.,,,
Tradescantia zebrina hort. ex Bosse,,,
Calodendrum capense (L.f.) Thunb.,,,
Pelargonium grandiflorum Willd.,,,
Hypericum revolutum Vahl,Hypericum,Hypericum,https://bs.plantnet.org/image/o/9a2012f67b0020005b926bd9e50d69b36181060e
Schkuhria pinnata (Lam.) Kuntze ex Thell.,Schkuhria,Schkuhria,https://bs.plantnet.org/image/o/3172f9045ba6ac30899e2dbf6df48e634c4e73ea
Maytenus boaria Molina,Maytenus,Maytenus,https://bs.plantnet.org/image/o/c9359eb32ed1dfca053e630e528bd60704676559
Melampodium perfoliatum (Cav.) Kunth,Melampodium,Melampodium,https://bs.plantnet.org/image/o/5946eac354711abe1b644a4f6813c4d8044b5f2d
Hernandia nymphaeifolia (J.Presl) Kubitzki,,,
Mazus pumilus (Burm.f.) Steenis,,,
Melampodium divaricatum (Rich.) DC.,Melampodium,Melampodium,https://bs.plantnet.org/image/o/f45084ec6b67f092e5bfb20877885f2d93a90c0e
Breynia vitis-idaea (Burm.f.) C.E.C.Fisch.,Breynia,Breynia,https://bs.plantnet.org/image/o/cb134e4d1ced30274cbfc8a7aee7de37aac835bb
Prosopis farcta (Banks & Sol.) J.F.Macbr.,Prosopis,Prosopis,https://bs.plantnet.org/image/o/f158010dfd9a295312f614d3488c6bae2d467bb7
Acacia farnesiana Willd.,,,
Freycinetia cumingiana Gaudich.,,,
Crotalaria laburnifolia L.,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/ba4b1752c90a6125c2bc939faf84caf822f1e0b9
Dalbergia sissoo DC.,,,
Dischidia nummularia R.Br.,Dischidia,Dischidia,https://bs.plantnet.org/image/o/db2794847df554a1864cc921152b82e1d24b91d6
Schefflera heptaphylla (L.) Frodin,Schefflera,Heptapleurum,https://bs.plantnet.org/image/o/55a43f6990b7b0d92b239e2c381437d695cb3c13
Schinopsis balansae Engl.,,,
Smilax china L.,Smilax,Smilax,https://bs.plantnet.org/image/o/27012f625afc31a045ed876a6348848c8fc4e286
Barringtonia acutangula (L.) Gaertn.,Barringtonia,Barringtonia,https://bs.plantnet.org/image/o/c146196f707a6e9044b52a9da4ad4a3f1c0cafdc
Maerua triphylla A. Rich.,,,
Asystasia mysorensis (Roth) T.Anderson,,,
Lactuca virosa Habl.,,,
Calendula arvensis M.Bieb.,,,
Herbertia lahue (Molina) Goldblatt,Herbertia,Herbertia,https://bs.plantnet.org/image/o/18d2cfd346652a3ecbafb77737ce0097e1669fc2
Hypericum hypericoides (L.) Crantz,Hypericum,Hypericum,https://bs.plantnet.org/image/o/0553e54c65accefe7e12abd08dccccc321d466a2
Hypericum tetrapetalum Lam.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/b3b727a68c7372af16ed36a31761855c800b3dff
Keckiella cordifolia (Benth.) Straw,Keckiella,Keckiella,https://bs.plantnet.org/image/o/d8a5a8e852dbe9cfaac4cbc0a4075d60779cf410
Liriope muscari (Decne.) L.H. Bailey,,,
Lupinus chamissonis Eschsch.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/592e300bee639468cbd6c5106bef3e13482c6552
Lupinus diffusus Nutt.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/9b270e1657d08bf4bfc637efe483a38205b5f4bd
Lupinus formosus Greene,Lupinus,Lupinus,https://bs.plantnet.org/image/o/dea57ce286d6a09e3c4dc54cc1456079bad1a843
Lupinus hirsutissimus Benth.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/b6bcbfbc9020b8256341a2060f76fb310b6a49e1
Lupinus subcarnosus Hook.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/7e794e03ae3cda284acc71087521e60035b3f906
Lupinus texensis Hook.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/9cdc1a4f975b940078455bce819b7eabc6c2a435
Lyonothamnus floribundus A. Gray,,,
Mazus pumilus (Burm. f.) Steenis,,,
Melampodium leucanthum Torr. & A. Gray,,,
Metasequoia glyptostroboides Hu & W.C. Cheng,,,
Aralia californica S. Watson,,,
Nyctaginia capitata Choisy,Nyctaginia,Nyctaginia,https://bs.plantnet.org/image/o/53ca850c466fc53962684485540d759416863351
Aralia spinosa L.,Aralia,Aralia,https://bs.plantnet.org/image/o/c298c3451bf47c669f73816c69d4730a4e327f6d
Pelargonium panduriforme Eckl. & Zeyh.,,,
Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,Pelargonium,https://bs.plantnet.org/image/o/fe6b590b763e42a4535a0d378f8f62495b69dbce
Prosopis glandulosa Torr.,Prosopis,Prosopis,https://bs.plantnet.org/image/o/9d687283c9275796f4b158efdca367a3c056d3cc
Prosopis pubescens Benth.,,,
Sagittaria montevidensis Cham. & Schltdl.,Sagittaria,Sagittaria,https://bs.plantnet.org/image/o/972ad092d67c03808f343ad716571ddb9962b278
Sedum albomarginatum R.T. Clausen,,,
Sedum glaucophyllum R.T. Clausen,,,
Sedum laxum (Britton) A. Berger,,,
Sedum moranense Kunth,,,
Sedum niveum Davidson,,,
Sedum obtusatum A. Gray,,,
Sedum pulchellum Michx.,Sedum,Sedum,https://bs.plantnet.org/image/o/1c422a28f4d0375df92c78d82102eb327f46bcdc
Smilax bona-nox L.,Smilax,Smilax,https://bs.plantnet.org/image/o/bc44f93b8d73e973ba3c338bf3c1db6538377f6f
Smilax glauca Walter,Smilax,Smilax,https://bs.plantnet.org/image/o/28389f9ce3806111b392f9a9846d7c51256fcdfa
Smilax laurifolia L.,Smilax,Smilax,https://bs.plantnet.org/image/o/0debc699099ddb7d59a40c103199d40f3a0a02d4
Stanleya pinnata (Pursh) Britton,Stanleya,Stanleya,https://bs.plantnet.org/image/o/bf1a4e6ff2f2ba370fa6f5a1245d8723f0508244
Tagetes lemmonii A. Gray,,,
Tradescantia crassifolia Cav.,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/ec69f4cc41afe971d4c3a3d7e9d103f6e46632cb
Xylococcus bicolor Nutt.,Xylococcus,Arctostaphylos,https://bs.plantnet.org/image/o/79226ce7f4fe8f08f4cd1fec02b2835901346bc8
Brodiaea elegans Hoover,Brodiaea,Brodiaea,https://bs.plantnet.org/image/o/9f90c126d96c68d889113e1bacd35cfe7c98005a
Calochortus eurycarpus S. Watson,,,
Calochortus gunnisonii S. Watson,,,
Calochortus leichtlinii Hook. f.,,,
Calochortus luteus Douglas ex Lindl.,,,
Calochortus splendens Douglas ex Benth.,Calochortus,Calochortus,https://bs.plantnet.org/image/o/43aae334e367427573365c338eac3e13d1abb8ae
Calochortus tolmiei Hook. & Arn.,Calochortus,Calochortus,https://bs.plantnet.org/image/o/5be296341daa2757215f54bbcd02491fc18260a9
Calylophus hartwegii (Benth.) P.H. Raven,,,
Chaerophyllum tainturieri Hook.,,,
Cirsium altissimum (L.) Hill,,,
Cirsium horridulum Michx.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/841fe0d9e7d8db4bcb3e2f6659867f31113c39cb
Cirsium texanum Buckley,Cirsium,Cirsium,https://bs.plantnet.org/image/o/37cbeef9054572faad26881c87e430d647d062dd
Diervilla sessilifolia Buckley,Diervilla,Diervilla,https://bs.plantnet.org/image/o/fe9a2d1e3ebbcc6021a7460e9155e9069867914b
Acacia berlandieri Benth.,,,
Elephantopus elatus Bertol.,Elephantopus,Elephantopus,https://bs.plantnet.org/image/o/605668dbbe4f147f9c691e230cae5938eb02ee18
Alocasia cucullata (Lour.) G. Don,,,
Acacia redolens Maslin,,,
Acacia rigidula Benth.,,,
Hackelia velutina (Piper) I.M. Johnst.,,,
Haplophyton crooksii (L.D. Benson) L.D. Benson,,,
Aextoxicon punctatum Ruiz & Pav.,Aextoxicon,Aextoxicon,https://bs.plantnet.org/image/o/9087feb48cfcf7b286be895394bdee78106c18bf
Lithops aucampiae L. Bolus,,,
Lithops olivacea L. Bolus,,,
Cyrtanthus elatus (Jacq.) Traub,,,
Guatteria aeruginosa Standl.,,,
Dischidia ovata Benth.,,,
Trachelospermum asiaticum (Siebold & Zucc.) Nakai,Trachelospermum,Trachelospermum,https://bs.plantnet.org/image/o/463c233f79e236f8bbf8bc0672374f70ca3d43ce
Alocasia baginda Kurniawan & P.C.Boyce,,,
Alocasia lauterbachiana (Engl.) A.Hay,Alocasia,Alocasia,https://bs.plantnet.org/image/o/db890c753e60ab17e706e8cd9ee3e398b77bf035
Alocasia reginula A.Hay,,,
Alocasia wentii Engl. & K.Krause,,,
Alocasia zebrina Schott ex Van Houtte,,,
Anthurium clarinervium Matuda,,,
Anthurium faustomirandae Pérez-Farr. & Croat,,,
Anthurium salvinii Hemsl.,Anthurium,Anthurium,https://bs.plantnet.org/image/o/e6c9857d96b6a837c02f507f3b1b5f669d756e0f
Anthurium schlechtendalii Kunth,Anthurium,Anthurium,https://bs.plantnet.org/image/o/3d93f5c74f23e562a5ae68c862781d3ea4ed6cf2
Anthurium veitchii Mast.,Anthurium,Anthurium,https://bs.plantnet.org/image/o/3b2bcccf2d140624e443486638144235a574b95e
Anthurium warocqueanum T.Moore,Anthurium,Anthurium,https://bs.plantnet.org/image/o/0c65f46847505b8ff309cf183d06c55fe4320d84
Wodyetia bifurcata A.K.Irvine,Wodyetia,Wodyetia,https://bs.plantnet.org/image/o/c7bde6f84ce04bfaad4a72115f66dba3d0122ba2
Cereus forbesii C.F.Först.,Cereus,Cereus,https://bs.plantnet.org/image/o/cf53f112e3986ed61d0c8a39f8ae769291044ca9
Cereus uruguayanus R. Kiesling,,,
Coryphantha elephantidens (Lem.) Lem.,Coryphantha,Coryphantha,https://bs.plantnet.org/image/o/190583db4d29039cc3bf06b71b854ab5b1171abb
Pilosocereus chrysostele (Vaupel) Byles & G.D.Rowley,Pilosocereus,Pilosocereus,https://bs.plantnet.org/image/o/377aeaedffd33a11362f4c7b38f1dba0ee14e777
Pilosocereus pachycladus F. Ritter,,,
Selenicereus anthonyanus (Alexander) D.R. Hunt,,,
Stenocactus multicostatus (Hildm.) A. Berger ex A.W. Hill,,,
Tephrocactus geometricus (A. Cast.) Backeb.,,,
Pterocephalus perennis Coult.,,,
Maytenus ilicifolia Mart. ex Reissek,Maytenus,Monteverdia,https://bs.plantnet.org/image/o/4bda830ec5bd3ce0efe6c69c7bea0dbe7c8c4091
Cyanotis somaliensis C.B.Clarke,,,
Tradescantia × andersoniana W.Ludw. & Rohweder,,,
Tradescantia sillamontana Matuda,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/cbef0349eea9eec47032f3f48a931f23348c71c7
Cirsium palustre (L.) Coss. ex Scop.,,,
Erechtites minima (Poir.) DC.,,,
Lactuca alpina (L.) A.Gray,,,
Leptinella potentillina F.Muell.,,,
Leucophyta brownii Cass.,Leucophyta,Calocephalus,https://bs.plantnet.org/image/o/d4196b1042fc65d8e5605919e85ebb95b14c8620
Melampodium divaricatum (Rich. ex Rich.) DC.,,,
Othonna capensis L.H.Bailey,,,
Rhodanthe chlorocephala (Turcz.) Paul G.Wilson,,,
Tagetes lemmonii A.Gray,,,
Tagetes lunulata Ortega,Tagetes,Tagetes,https://bs.plantnet.org/image/o/387e6b41dfdbb83246bb2541b92d00ce16d6df41
Sedum adolphii Raym.-Hamet,,,
Sedum allantoides Rose,,,
Sedum burrito Moran,,,
Sedum clavatum R.T. Clausen,,,
Sedum compressum Rose,,,
Sedum cyaneum J. Rudolph,,,
Sedum decumbens R.T. Clausen,,,
Sedum furfuraceum Moran,,,
Sedum hernandezii J. Meyrán,,,
Sedum japonicum Siebold ex Miq.,,,
Sedum makinoi Maxim.,Sedum,Sedum,https://bs.plantnet.org/image/o/98b27a7b9411b8226005dcde023b8343dde99dbe
Sedum nussbaumerianum Bitter,,,
Sedum praealtum A.DC.,Sedum,Sedum,https://bs.plantnet.org/image/o/52c92b94975da6d854a6231c554a1c9cf6a99be4
Sedum rubrotinctum R.T. Clausen,,,
Uncinia rubra Colenso ex Boott,,,
Empetrum rubrum Vahl ex Willd.,Empetrum,Empetrum,https://bs.plantnet.org/image/o/e6dec6a86f03dbf3c07611ba3b75b10d3ac46482
Acalypha macrostachya Jacq.,Acalypha,Acalypha,https://bs.plantnet.org/image/o/6cd17d1e9eb1f7c9f60e867675071d08ff7287fe
Pelargonium echinatum Curtis,,,
Pelargonium × hortorum L.H. Bailey,,,
Pelargonium sidoides DC.,,,
Pelargonium tomentosum Jacq.,Pelargonium,Pelargonium,https://bs.plantnet.org/image/o/bf4c9501fb9f23fb7605ddfc8950ab01dcff6b7e
Lavandula canariensis (L.) Mill.,,,
Acacia auriculiformis Benth.,,,
Acacia brevispica Harms,,,
Acacia caven (Molina) Molina,,,
Acacia cognata Domin,Acacia,Acacia,https://bs.plantnet.org/image/o/44e69055efef9ba70d881b1eeacdf7118d106c71
Acacia confluens Maiden & Blakeley,,,
Acacia podalyriifolia G.Don,,,
Acacia saligna (Labill.) Wendl.,,,
Dalbergia retusa Hemsl.,Dalbergia,Dalbergia,https://bs.plantnet.org/image/o/9fb734e0f54fbb8f4bcc6635bbed36c8be05b44b
Lupinus nootkatensis Sims,,,
Prosopis pallida (Willd.) Kunth,,,
Cedrela fissilis Vell.,Cedrela,Cedrela,https://bs.plantnet.org/image/o/fb2a2b52f22b0723bc088a13e5d0d9f475b6bd3f
Nepenthes mirabilis (Lour.) Druce,Nepenthes,Nepenthes,https://bs.plantnet.org/image/o/c30ebef8ce5c4b4f1c4ca8a08c86d63a411aea7a
Nepenthes × neglecta Macfarl.,,,
Nothofagus betuloides (Mirb.) Oerst.,,,
Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus,Nothofagus,https://bs.plantnet.org/image/o/0a07e7be620fd0348f0aba15c4530f080a3fc2a3
Nothofagus nitida (Phil.) Krasser,,,
Nymphaea rubra Roxb. ex Andrews,,,
Dendrobium anosmum Lindl.,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/de8a8c855d92970a8baac7ece6fcd800c81d2d2b
Dendrobium kingianum Bidwill ex Lindl.,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/ff6618950a1245b36a8adc44a34176de744d64c6
Dendrobium munificum (Finet) Schltr.,,,
Dendrobium thyrsiflorum B.S.Williams,,,
Dendrobium victoriae-reginae Loher,Dendrobium,Dendrobium,https://bs.plantnet.org/image/o/a6ca3e72f511cce9498c53b39a9972d17a43eba3
Erycina pusilla (L.) N.H.Williams & M.W.Chase,,,
Adlumia fungosa (Aiton) Britton,,,
Peperomia albovittata C. DC.,,,
Peperomia clusiifolia (Jacq.) Hook.,,,
Peperomia columella Rauh & Hutchison,,,
Peperomia ferreyrae Yunck.,,,
Peperomia graveolens Rauh & Barthlott,,,
Peperomia maculosa (L.) Hook.,Peperomia,Peperomia,https://bs.plantnet.org/image/o/e0ca84cc0ef70066aedfa49573c390a8c6bff03c
Peperomia pecuniifolia Trel. & Standl.,,,
Peperomia polybotrya Kunth,,,
Peperomia prostrata B.S. Williams,,,
Peperomia tetragona Ruiz & Pav.,,,
Peperomia verticillata (L.) A.Dietr.,,,
Hebe andersonii (Lindl. & J. Paxton) Cockayne,,,
Lomatia ferruginea R. Br.,,,
Anemone pavoniana Boiss.,,,
Anemone tomentosa (Maxim.) C.Pei,,,
Hepatica nobilis Mill.,,,
Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,,,
Margaritopsis haematocarpa (Standl.) C.M.Taylor,,,
Angostura granulosa (Kallunki) Kallunki,,,
Smilax excelsa L.,Smilax,Smilax,https://bs.plantnet.org/image/o/66ef133a3b749424b6782e5afc6f74d0b1d00bb5
